@relation color
@attribute avgblue numeric
@attribute avgred numeric
@attribute avggreen numeric
@attribute varblue numeric
@attribute varred numeric
@attribute vargreen numeric
@attribute midblue numeric
@attribute midred numeric
@attribute midgreen numeric

@attribute class {red,blue,green,orange,yellow,white,unknown}

@data
188.3090490797546,105.29026073619632,133.93090490797547,1413.6245806908248,1796.4949664964279,1637.679198260956,200.0,94.0,132.0,unknown
221.93205521472393,199.65743865030674,207.67062883435582,2320.046150376847,5508.901593440797,4520.61735819273,255.0,252.0,255.0,unknown
226.93788343558282,206.58972392638037,214.3825153374233,1907.1972151520733,4672.0944036041765,3636.4104304836665,255.0,255.0,255.0,unknown
166.8138036809816,186.89739263803682,187.72193251533741,292.7855763295534,4705.543459457749,2949.0932306212117,172.0,232.0,224.0,unknown
176.0245398773006,120.75444785276073,165.5946319018405,517.2785388987232,712.2740599712208,1188.8255540056027,172.0,116.0,166.0,unknown
197.15674846625768,142.69386503067486,190.40122699386504,772.6838655011381,760.5424776995794,1354.521225488311,206.0,148.0,204.0,unknown
146.8062883435583,148.2085889570552,128.79831288343559,221.77275186778297,3879.6667667207385,1002.4176045156365,146.0,144.0,134.0,unknown
156.91947852760737,96.31610429447852,135.19003067484664,276.5700500348099,289.64394310568457,675.9908822076272,158.0,98.0,146.0,unknown
160.6674846625767,101.61855828220858,141.54769938650307,305.3273169859599,329.886710804904,630.2711910262191,162.0,102.0,148.0,unknown
